"Event","Issues","Total raw events","Pixel Events","CAPI Events","Pixel Last fired at","CAPI Last fired at","Source","Domain"
"Page Visit","0","28","28","0","Apr 17, 2025 12:29 AM","","Pixel: Direct","2 domains"
