"Event","Issues","Total raw events","Pixel Events","CAPI Events","Pixel Last fired at","CAPI Last fired at","Source","Domain"
"Page Visit","0","22","22","0","Apr 17, 2025 12:17 AM","","Pixel: Direct","42cdc457-f516-4100-a13c-98129b7a5cb5-00-7b9kahm4f682.riker.replit.dev"
