DATE,steps,weight_kg,total_burned_kcal,calories_eaten,active_kcal,basal_kcal
2019-03-12,12496.0,,2936.362999999996,,1067.9799999999998,1868.382999999996
2019-03-13,12801.0,,2828.030000000001,,591.299,2236.731000000001
2019-03-14,6083.0,,2377.486000000001,,284.427,2093.0590000000007
2019-03-15,12435.0,,2565.755000000002,,424.93500000000006,2140.820000000002
2019-03-16,5558.0,,2363.242,,289.04200000000003,2074.2000000000003
2019-03-17,14778.0,,3132.8470000000034,,776.1399999999987,2356.7070000000044
2019-03-18,3865.0,,1891.8449999999996,,1.366,1890.4789999999996
2019-03-19,10071.0,,2771.7829999999967,,799.7159999999999,1972.066999999997
2019-03-20,20791.0,,2641.821999999999,,672.7270000000001,1969.0949999999991
2019-03-21,27247.0,,3169.538,,1033.8899999999996,2135.648
2019-03-22,25368.0,,3572.1589999999974,,1398.6130000000005,2173.545999999997
2019-03-23,18555.0,,2819.429000000002,,630.782,2188.6470000000018
2019-03-24,11044.0,,2387.082000000006,,294.6300000000005,2092.452000000005
2019-03-25,7285.0,,2522.097,,427.6990000000002,2094.398
2019-03-26,9187.0,,3274.251999999997,,1165.1330000000005,2109.118999999997
2019-03-27,13417.0,,3421.5019999999936,,1222.5930000000003,2198.9089999999933
2019-03-28,11199.0,,3066.1519999999973,,1005.1809999999998,2060.9709999999977
2019-03-29,29317.0,,3638.455999999999,,1408.746,2229.7099999999987
2019-03-30,28213.0,,3189.2380000000035,,878.442,2310.7960000000035
2019-03-31,11134.0,,2440.6300000000024,,460.1180000000004,1980.512000000002
2019-04-01,9600.0,,3036.297999999996,,848.7479999999996,2187.5499999999965
2019-04-02,8511.0,,2905.216,,829.9859999999998,2075.23
2019-04-03,13203.0,,3882.9509999999946,,1768.6909999999996,2114.2599999999948
2019-04-04,20260.0,82.453,3366.0559999999923,,1206.704,2159.3519999999926
2019-04-05,14311.0,81.999,2704.495000000001,,536.6760000000002,2167.819000000001
2019-04-06,20614.0,83.09,3241.775,,831.3629999999994,2410.4120000000003
2019-04-07,13902.0,84.193,2358.124999999999,,291.6169999999997,2066.508
2019-04-08,24828.0,84.749,3383.417999999997,,1284.3770000000004,2099.0409999999965
2019-04-09,14372.0,,3408.2499999999945,,1287.8310000000004,2120.418999999994
2019-04-10,26004.0,82.359,3684.135000000004,,1358.7800000000009,2325.355000000003
2019-04-11,15557.0,,2297.767000000001,,411.264,1886.503000000001
2019-04-12,4746.0,,2095.115,,127.30700000000004,1967.808
2019-04-13,9307.0,,1826.297,,35.054,1791.243
2019-04-14,15100.0,,2822.840000000005,,612.4500000000004,2210.390000000005
2019-04-15,4940.0,,2467.936,,336.3650000000002,2131.571
2019-04-16,3966.0,,1908.287,,4.777000000000001,1903.5099999999995
2019-04-17,5383.0,,2494.7499999999995,,332.51999999999947,2162.23
2019-04-18,5911.0,,2602.782,,430.0809999999998,2172.7010000000005
2019-04-19,4216.0,,2285.0970000000016,,228.245,2056.8520000000017
2019-04-20,8653.0,86.027,2895.4969999999994,,747.8710000000003,2147.6259999999997
2019-04-21,1104.0,,1925.9600000000005,,6.823,1919.137
2019-04-22,5567.0,,2602.5620000000004,,419.8120000000002,2182.75
2019-04-23,8188.0,,2710.9689999999982,,724.6129999999999,1986.3559999999984
2019-04-24,16173.0,,2774.385999999996,,739.8629999999999,2034.522999999996
2019-04-25,10443.0,,3398.918,,1346.649,2052.269
2019-04-26,10370.0,,2708.677000000003,,533.5140000000002,2175.1630000000027
2019-04-27,13796.0,,2916.0370000000007,,616.0809999999996,2299.956000000001
2019-04-28,6190.0,,1863.311,,1.844,1861.467
2019-04-29,2315.0,,2422.931,,685.166,1737.7649999999996
2019-04-30,5789.0,,2696.9009999999994,,718.9420000000001,1977.9589999999996
2019-05-01,9004.0,,3103.310999999999,,1110.113,1993.197999999999
2019-05-02,21448.0,,3042.340000000001,,901.0549999999998,2141.2850000000017
2019-05-03,24901.0,,3166.606000000001,,828.2629999999989,2338.343000000002
2019-05-04,17095.0,,2757.582000000001,,568.9780000000003,2188.604000000001
2019-05-05,17492.0,,2033.3700000000013,,100.834,1932.5360000000012
2019-05-06,27806.0,,3358.8720000000017,,1182.9990000000005,2175.8730000000014
2019-05-07,56150.0,,3465.796000000005,,1231.4330000000014,2234.3630000000035
2019-05-08,3973.0,,2228.746000000001,,214.251,2014.4950000000008
2019-05-09,7239.0,,2276.5410000000006,,256.98999999999984,2019.5510000000008
2019-05-10,18170.0,,2905.523000000005,,738.1980000000002,2167.325000000005
2019-05-11,13010.0,,2610.3990000000003,,452.1180000000004,2158.281
2019-05-12,27965.0,84.395,3375.7270000000017,,1179.993,2195.7340000000017
2019-05-13,1986.0,,1890.5350000000003,,7.134,1883.4010000000003
2019-05-14,10102.0,,3351.920999999993,,1179.2559999999996,2172.6649999999936
2019-05-15,7747.0,,1894.489,,0.244,1894.245
2019-05-16,6297.0,,2420.562000000001,,304.3360000000003,2116.226000000001
2019-05-17,26614.0,,3491.3209999999985,,1191.2309999999998,2300.089999999999
2019-05-18,5608.0,,2433.748000000001,,311.6530000000001,2122.0950000000007
2019-05-19,10551.0,,2783.8260000000005,,558.437,2225.3890000000006
2019-05-20,958.0,,1910.326,,11.975,1898.351
2019-05-21,24487.0,,3566.568,,1433.8479999999995,2132.7200000000007
2019-05-22,11146.0,,3654.265999999995,,1451.284,2202.981999999995
2019-05-23,2364.0,,2247.0320000000006,,196.11599999999984,2050.9160000000006
2019-05-24,35526.0,81.998,3781.0710000000017,,1433.942,2347.1290000000017
2019-05-25,14219.0,,2976.2860000000005,,647.7260000000005,2328.56
2019-05-26,17001.0,82.243,3686.276,,1414.7880000000002,2271.4879999999994
2019-05-27,22350.0,,3027.9630000000034,,769.35,2258.6130000000035
2019-05-28,9205.0,,2904.149999999994,,866.2729999999999,2037.8769999999945
2019-05-29,16276.0,,2598.1000000000013,,461.4000000000004,2136.7000000000007
2019-05-30,8336.0,83.751,2768.010000000001,,500.68300000000073,2267.327
2019-05-31,13487.0,,2975.888000000002,,658.5040000000009,2317.3840000000014
2019-06-01,8257.0,,2044.163,,61.16700000000001,1982.996
2019-06-02,19236.0,,2856.251000000001,,646.011000000001,2210.24
2019-06-03,4527.0,,2365.159,,255.2659999999997,2109.893
2019-06-04,4963.0,,1897.82,,14.003000000000002,1883.817
2019-06-05,3829.0,,1899.0460000000005,,2.508,1896.538
2019-06-06,30556.0,,3373.6669999999986,,1170.8439999999991,2202.8229999999994
2019-06-07,24856.0,83.169,3698.075999999998,,1125.084000000002,2572.991999999996
2019-06-08,25381.0,,2961.385999999999,,689.1859999999991,2272.2
2019-06-09,22284.0,,3151.7130000000006,,770.9180000000002,2380.7950000000005
2019-06-10,36636.0,,2883.257000000001,,796.5899999999992,2086.6670000000017
2019-06-11,12905.0,81.126,1949.632,,6.454000000000001,1943.178
2019-06-12,7051.0,,1897.368,,0.0,1897.368
2019-06-13,7871.0,,1897.368,,0.0,1897.368
2019-06-14,13504.0,,2686.129000000002,,506.456,2179.673000000002
2019-06-15,9607.0,,1723.4629999999995,,67.641,1655.8219999999997
2019-06-16,2935.0,84.35,1606.6319999999998,,0.0,1606.6319999999998
2019-06-17,5461.0,,1606.6319999999998,,0.0,1606.6319999999998
2019-06-18,4952.0,,1606.6319999999998,,0.0,1606.6319999999998
2019-06-19,10379.0,,2570.565000000001,,482.546,2088.019000000001
2019-06-20,6954.0,,2741.8780000000006,,455.5409999999999,2286.337000000001
2019-06-21,11515.0,,2735.4410000000007,,506.66599999999977,2228.775000000001
2019-06-22,9892.0,,2659.165,,429.7079999999994,2229.4570000000003
2019-06-23,8909.0,83.491,2676.737999999999,,461.0879999999992,2215.65
2019-06-24,7712.0,,2432.51,,336.5349999999996,2095.9750000000004
2019-06-25,12758.0,84.114,2822.694,,823.1949999999998,1999.499
2019-06-26,9184.0,,2463.9080000000017,,434.062,2029.8460000000016
2019-06-27,2755.0,,1901.201,,11.815,1889.386
2019-06-28,10704.0,,2413.578,,344.018,2069.56
2019-06-29,13217.0,,1946.5810000000004,,0.0,1946.5810000000004
2019-06-30,8140.0,,2497.0210000000006,,368.99300000000017,2128.028
2019-07-01,30518.0,,3058.5540000000046,,838.7549999999999,2219.7990000000045
2019-07-02,9877.0,,1946.683,,89.67300000000002,1857.01
2019-07-03,23046.0,,3784.899,,1495.068,2289.831
2019-07-04,12130.0,,2425.411000000001,,353.5319999999997,2071.8790000000013
2019-07-05,13208.0,87.071,2690.7989999999963,,518.0100000000004,2172.788999999996
2019-07-06,21089.0,,3155.9989999999907,,811.3839999999987,2344.614999999992
2019-07-07,17539.0,,2597.804999999989,,525.357,2072.447999999989
2019-07-08,12002.0,,1824.2659999999996,,1.788,1822.4779999999996
2019-07-09,3822.0,,1647.8819999999996,,0.784,1647.0979999999995
2019-07-10,7767.0,,1871.656,,5.504,1866.152
2019-07-11,2174.0,,1869.1430000000005,,6.696,1862.4470000000003
2019-07-12,13056.0,,2289.3949999999977,,346.1190000000004,1943.275999999997
2019-07-13,8775.0,,2960.6069999999954,,688.1739999999984,2272.432999999997
2019-07-14,11309.0,,1981.9270000000004,,110.25000000000004,1871.6770000000004
2019-07-15,2101.0,,1606.6319999999998,,0.0,1606.6319999999998
2019-07-16,4591.0,,1606.6319999999998,,0.0,1606.6319999999998
2019-07-17,5639.0,,1606.6319999999998,,0.0,1606.6319999999998
2019-07-18,7499.0,,1664.3370000000002,,1.804,1662.533
2019-07-19,12663.0,,2449.4479999999985,,368.6800000000001,2080.767999999998
2019-07-20,3277.0,,2092.9929999999995,,145.13100000000009,1947.862
2019-07-21,11355.0,,2467.4349999999977,,389.9390000000004,2077.4959999999974
2019-07-22,16217.0,,2920.387999999993,,706.1969999999995,2214.190999999993
2019-07-23,33389.0,,3248.3059999999887,,1024.6109999999994,2223.694999999989
2019-07-24,18566.0,,2273.4929999999968,,298.4649999999999,1975.0279999999968
2019-07-25,20764.0,,3207.159999999988,,913.8240000000002,2293.3359999999875
2019-07-26,15593.0,,2630.81699999999,,599.8979999999999,2030.9189999999903
2019-07-27,12449.0,,2612.9859999999985,,454.6730000000014,2158.312999999997
2019-07-28,5524.0,,1899.0109999999995,,15.115,1883.8959999999995
2019-07-29,35374.0,,4218.034999999894,,1884.441000000008,2333.593999999886
2019-07-30,14465.0,,2235.117999999984,,229.12099999999992,2005.996999999984
2019-07-31,29246.0,,2986.753999999987,,830.0999999999997,2156.6539999999877
2019-08-01,21115.0,,3316.409999999994,,937.3279999999992,2379.081999999995
2019-08-02,6328.0,,2511.2519999999977,,362.8629999999985,2148.388999999999
2019-08-03,7752.0,,3007.9089999999933,,773.1670000000006,2234.7419999999925
2019-08-04,7571.0,,1661.7169999999996,,0.0,1661.7169999999996
2019-08-05,13373.0,,1949.870999999996,,197.682,1752.1889999999958
2019-08-06,15584.0,,3048.7989999999995,,746.2289999999999,2302.57
2019-08-07,12118.0,,2374.706,,263.681,2111.025
2019-08-08,5386.0,,2100.72,,164.49400000000003,1936.226
2019-08-09,9392.0,,2626.2859999999987,,485.09400000000016,2141.191999999998
2019-08-10,20602.0,,3114.4799999999987,,796.334999999999,2318.1449999999995
2019-08-11,3860.0,,1865.4850000000008,,1.791,1863.6940000000009
2019-08-12,9131.0,,2202.5849999999987,,249.1139999999996,1953.4709999999989
2019-08-13,18241.0,,3072.8070000000007,,962.0800000000002,2110.7270000000003
2019-08-14,15362.0,,3411.3049999999844,,1238.0620000000008,2173.242999999984
2019-08-15,3501.0,,2066.141,,100.33100000000002,1965.81
2019-08-16,7870.0,,2414.5999999999995,,315.4170000000003,2099.182999999999
2019-08-17,6638.0,,2171.8989999999994,,209.44000000000003,1962.459
2019-08-18,9306.0,,2333.041999999995,,304.5939999999998,2028.4479999999949
2019-08-19,14560.0,,2611.8259999999977,,496.58100000000064,2115.244999999997
2019-08-20,1566.0,,1878.0159999999996,,5.654,1872.3619999999996
2019-08-21,14361.0,,1855.1760000000008,,7.246,1847.9300000000003
2019-08-22,26194.0,,2734.7039999999915,,734.8479999999981,1999.8559999999927
2019-08-23,9221.0,,2612.826999999996,,496.2680000000004,2116.558999999995
2019-08-24,13110.0,87.947,2185.8519999999994,,209.943,1975.909
2019-08-25,14344.0,,2818.036999999997,,622.8490000000007,2195.187999999997
2019-08-26,21885.0,,2512.296999999992,,575.3519999999996,1936.944999999992
2019-08-27,8477.0,,2916.923999999994,,894.9069999999999,2022.016999999994
2019-08-28,9587.0,,2341.999,,296.82199999999995,2045.177
2019-08-29,1940.0,,1894.577,,4.558999999999999,1890.018
2019-08-30,10222.0,,2833.7010000000005,,581.6020000000002,2252.099
2019-08-31,10148.0,,2779.5499999999797,,548.2620000000003,2231.287999999979
2019-09-01,1410.0,,1914.023,,0.0,1914.023
2019-09-02,5933.0,,2057.637999999997,,300.676,1756.961999999997
2019-09-03,7132.0,,2681.6689999999985,,477.6880000000005,2203.980999999998
2019-09-04,14636.0,,3361.2069999999967,,1225.2110000000007,2135.995999999996
2019-09-05,1287.0,,1891.719,,0.0,1891.719
2019-09-06,9370.0,,1872.96,,0.0,1872.96
2019-09-07,18763.0,,1872.96,,0.0,1872.96
2019-09-08,1292.0,,1862.242,,2.406,1859.836
2019-09-09,8366.0,,2535.356999999999,,413.7950000000001,2121.561999999999
2019-09-10,14999.0,89.421,3008.0519999999924,,756.0979999999988,2251.9539999999934
2019-09-11,7022.0,,1606.6319999999998,,0.0,1606.6319999999998
2019-09-12,15329.0,,2553.067,,519.4139999999994,2033.653
2019-09-13,6080.0,,1665.9899999999998,,0.0,1665.9899999999998
2019-09-14,27621.0,,2647.156999999985,,693.5799999999994,1953.576999999986
2019-09-15,22330.0,,3002.0809999999874,,778.3469999999988,2223.733999999989
2019-09-16,20387.0,,2992.7049999999954,,804.0550000000002,2188.649999999995
2019-09-17,11208.0,,3748.33199999985,,1614.7589999999825,2133.5729999998675
2019-09-18,23140.0,,3066.727999999989,,817.0589999999988,2249.6689999999903
2019-09-19,11454.0,,2390.532000000001,,296.53399999999993,2093.998000000001
2019-09-20,27318.0,91.797,3045.051999999996,,764.8399999999981,2280.211999999998
2019-09-21,12107.0,,1788.552,,1.79,1786.762
2019-09-22,12402.0,,1606.6319999999998,,0.0,1606.6319999999998
2019-09-23,17076.0,,2739.098999999993,,620.991999999999,2118.106999999994
2019-09-24,30963.0,,2904.919999999994,,733.4659999999985,2171.453999999996
2019-09-25,25582.0,89.051,3875.30299999999,,1605.5779999999995,2269.72499999999
2019-09-26,15119.0,88.801,2692.448999999996,,577.872,2114.576999999996
2019-09-27,18901.0,,3022.2470000000017,,898.9,2123.3470000000016
2019-09-28,15547.0,,1997.446,,66.36900000000004,1931.077
2019-09-29,7262.0,,1872.96,,0.0,1872.96
2019-09-30,11918.0,,2900.770999999997,,668.289999999999,2232.480999999998
2019-10-01,13851.0,,2771.457999999993,,573.584999999999,2197.8729999999937
2019-10-02,19210.0,,3702.951,,1424.2430000000004,2278.707999999999
2019-10-03,5355.0,,1879.6469999999997,,1.241,1878.4059999999995
2019-10-04,6382.0,,1631.6629999999998,,0.0,1631.6629999999998
2019-10-05,5576.0,,1606.6319999999998,,0.0,1606.6319999999998
2019-10-06,7665.0,,2188.3819999999987,,272.6279999999997,1915.7539999999988
2019-10-07,9681.0,,2527.078999999993,,499.0190000000004,2028.059999999993
2019-10-08,10329.0,,2597.5399999999936,,485.3370000000002,2112.202999999993
2019-10-09,1590.0,,1894.37,,8.389,1885.981
2019-10-10,18596.0,,2978.1199999999963,,696.4040000000003,2281.715999999996
2019-10-11,4206.0,,2747.991000000001,,473.76200000000097,2274.229
2019-10-12,4658.0,,1901.7529999999997,,0.0,1901.7529999999997
2019-10-13,2174.0,,1872.96,,0.0,1872.96
2019-10-14,14839.0,,2995.403999999992,,735.7019999999999,2259.701999999992
2019-10-15,15353.0,,3077.336999999995,,726.4069999999991,2350.929999999996
2019-10-16,10069.0,,2503.7119999999995,,485.0139999999998,2018.698
2019-10-17,1541.0,,1883.947,,5.911,1878.036
2019-10-18,8918.0,,2459.746999999998,,384.7570000000006,2074.989999999997
2019-10-19,12737.0,,1906.445,,37.41499999999999,1869.03
2019-10-20,16006.0,,2414.3569999999995,,357.5260000000003,2056.830999999999
2019-10-21,9479.0,,1232.8849999999998,,0.0,1232.8849999999998
2019-10-22,6988.0,,1872.96,,0.0,1872.96
2019-10-23,12674.0,,1872.96,,0.0,1872.96
2019-10-24,3206.0,,1872.96,,0.0,1872.96
2019-10-25,18267.0,,1872.96,,0.0,1872.96
2019-10-26,1828.0,,1872.96,,0.0,1872.96
2019-10-27,5151.0,,1872.96,,0.0,1872.96
2019-10-28,8176.0,,2439.868999999997,,391.1949999999998,2048.673999999997
2019-10-29,8077.0,,2504.471999999999,,371.4640000000003,2133.0079999999984
2019-10-30,12218.0,,2580.043999999993,,426.3780000000002,2153.6659999999933
2019-10-31,13363.0,,2297.1129999999966,,307.08400000000006,1990.0289999999964
2019-11-01,20609.0,,2581.083999999992,,694.3009999999986,1886.7829999999929
2019-11-02,8868.0,,2416.824000000001,,331.4040000000005,2085.420000000001
2019-11-03,15144.0,,2737.914999999992,,555.7060000000004,2182.208999999992
2019-11-04,4013.0,,1872.96,,0.0,1872.96
2019-11-05,14737.0,,1872.96,,0.0,1872.96
2019-11-06,5361.0,,1872.96,,0.0,1872.96
2019-11-07,12928.0,,2433.987999999993,,359.53500000000065,2074.4529999999927
2019-11-08,2313.0,,1883.9219999999996,,1.875,1882.0469999999996
2019-11-09,6929.0,,2368.7349999999947,,357.0230000000003,2011.7119999999943
2019-11-10,13169.0,,2603.8409999999994,,465.66700000000014,2138.1739999999995
2019-11-11,6746.0,95.5,2350.721,,310.15400000000017,2040.567
2019-11-12,9548.0,,1877.306,,3.724,1873.582
2019-11-13,4886.0,,2526.5639999999967,,397.5479999999995,2129.0159999999973
2019-11-14,6772.0,,2326.4709999999977,,258.3689999999998,2068.101999999998
2019-11-15,6696.0,,2495.9329999999977,,455.41600000000017,2040.5169999999976
2019-11-16,19700.0,96.401,2775.665999999997,,601.3189999999996,2174.346999999997
2019-11-17,10318.0,,2651.396,,490.1000000000007,2161.295999999999
2019-11-18,25207.0,,3185.245999999989,,904.552,2280.693999999989
2019-11-19,9834.0,,2693.7940000000003,,514.2609999999999,2179.5330000000004
2019-11-20,6403.0,,2371.985999999999,,328.259,2043.7269999999992
2019-11-21,11414.0,,2555.646999999993,,433.57300000000015,2122.073999999993
2019-11-22,10274.0,,2550.783999999994,,436.4390000000001,2114.344999999994
2019-11-23,15374.0,,2672.0229999999947,,509.5270000000004,2162.495999999994
2019-11-24,16850.0,,2365.2389999999928,,408.9890000000004,1956.2499999999925
2019-11-25,5381.0,,2393.722999999997,,310.4849999999999,2083.237999999997
2019-11-26,15875.0,,2099.807999999997,,230.8209999999999,1868.986999999997
2019-11-27,5122.0,,1606.6319999999998,,0.0,1606.6319999999998
2019-11-28,13264.0,,2354.922999999996,,450.5260000000014,1904.3969999999945
2019-11-29,5073.0,,2270.2200000000007,,250.50299999999984,2019.7170000000008
2019-11-30,7637.0,,2406.167999999997,,437.2950000000003,1968.8729999999964
2019-12-01,12830.0,,2548.394999999995,,453.0920000000007,2095.3029999999944
2019-12-02,11562.0,,2657.023999999992,,517.1580000000008,2139.865999999992
2019-12-03,6465.0,,2699.4639999999986,,505.6590000000009,2193.8049999999976
2019-12-04,15739.0,,2820.524999999994,,633.9929999999991,2186.531999999996
2019-12-05,7314.0,,2808.2659999999964,,544.3029999999999,2263.962999999997
2019-12-06,9307.0,,2541.960999999996,,400.4860000000001,2141.474999999996
2019-12-07,26586.0,,2990.4609999999925,,793.3429999999994,2197.117999999993
2019-12-08,6516.0,,2405.791999999998,,347.1240000000002,2058.667999999998
2019-12-09,6639.0,,1971.572,,125.85900000000002,1845.713
2019-12-10,11796.0,,2334.8509999999983,,409.4830000000003,1925.367999999998
2019-12-11,11262.0,,2561.8829999999957,,445.8020000000002,2116.080999999995
2019-12-12,5137.0,,2367.251,,293.2580000000001,2073.993
2019-12-13,13321.0,,2725.144999999989,,548.9060000000004,2176.2389999999887
2019-12-14,20190.0,,2581.6709999999894,,505.38699999999983,2076.2839999999896
2019-12-15,3702.0,,2320.8749999999977,,275.60699999999986,2045.267999999998
2019-12-16,8838.0,,2592.6679999999974,,431.0350000000002,2161.632999999997
2019-12-17,2218.0,,1862.5310000000004,,4.138000000000001,1858.3930000000005
2019-12-18,12592.0,,2739.365999999994,,657.271999999999,2082.093999999995
2019-12-19,3555.0,,1914.882,,32.395,1882.487
2019-12-20,4525.0,,2536.342,,380.08900000000045,2156.253
2019-12-21,10448.0,97.508,2813.5319999999965,,666.0999999999984,2147.431999999998
2019-12-22,3110.0,,1867.1280000000004,,0.0,1867.1280000000004
2019-12-23,11152.0,,1867.1280000000004,,0.0,1867.1280000000004
2019-12-24,4279.0,,1867.1280000000004,,0.0,1867.1280000000004
2019-12-25,2390.0,,1867.1280000000004,,0.0,1867.1280000000004
2019-12-26,2813.0,,1867.1280000000004,,0.0,1867.1280000000004
2019-12-27,6984.0,,1872.8140000000003,,0.15,1872.6640000000004
2019-12-28,3326.0,,357.86300000000006,,0.592,357.2710000000001
2019-12-29,2275.0,,0.0,,0.0,0.0
2019-12-30,4113.0,,0.0,,0.0,0.0
2019-12-31,5297.0,,0.0,,0.0,0.0
2020-01-01,7164.0,,777.9700000000001,,0.0,777.9700000000001
2020-01-02,1810.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-01-03,7763.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-01-04,12855.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-01-05,9108.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-01-06,3190.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-01-07,2089.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-01-08,5483.0,,2423.981999999999,,340.6810000000004,2083.3009999999986
2020-01-09,9539.0,,2515.7499999999964,,405.43300000000056,2110.316999999996
2020-01-10,3996.0,,2343.2209999999995,,268.5939999999997,2074.627
2020-01-11,17647.0,,2694.8659999999945,,650.8329999999997,2044.032999999995
2020-01-12,12856.0,,2708.7529999999942,,570.3569999999994,2138.3959999999947
2020-01-13,11846.0,,2719.554999999996,,589.4810000000003,2130.0739999999955
2020-01-14,13518.0,,2962.774999999994,,782.2589999999999,2180.5159999999946
2020-01-15,5435.0,,2113.399999999997,,175.9099999999996,1937.4899999999973
2020-01-16,11681.0,,2718.762999999996,,567.8550000000004,2150.907999999996
2020-01-17,12483.0,92.443,2840.397999999996,,630.6439999999993,2209.7539999999963
2020-01-18,13459.0,93.355,2293.567,,368.145,1925.4220000000005
2020-01-19,13144.0,93.481,2610.470999999997,,712.7559999999996,1897.7149999999972
2020-01-20,16087.0,,3076.3299999999963,,864.1809999999996,2212.1489999999967
2020-01-21,5390.0,,2609.3509999999983,,437.991,2171.3599999999983
2020-01-22,4840.0,,2329.994999999995,,294.2149999999996,2035.7799999999952
2020-01-23,8514.0,,2422.853999999996,,335.6240000000003,2087.2299999999955
2020-01-24,13231.0,,2567.627999999997,,491.7610000000001,2075.866999999997
2020-01-25,6213.0,,2697.194999999999,,509.4430000000011,2187.7519999999977
2020-01-26,4600.0,,1938.1340000000005,,3.587,1934.5470000000005
2020-01-27,2258.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-01-28,8133.0,,2662.798,,522.089,2140.7089999999994
2020-01-29,4687.0,,1866.88,,11.762,1855.118
2020-01-30,2844.0,,2103.4919999999997,,142.07800000000017,1961.413999999999
2020-01-31,9380.0,,2177.576,,298.24000000000035,1879.335999999999
2020-02-01,9615.0,,2620.8680000000004,,487.4110000000003,2133.457
2020-02-02,8640.0,,2484.2089999999966,,351.3090000000008,2132.899999999996
2020-02-03,4741.0,,2634.849000000001,,442.982000000001,2191.867
2020-02-04,9826.0,,2783.0849999999955,,527.1210000000002,2255.9639999999954
2020-02-05,4820.0,,2052.831,,84.50100000000003,1968.33
2020-02-06,3332.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-02-07,3364.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-02-08,6105.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-02-09,14988.0,,2959.9909999999986,,747.3959999999984,2212.5950000000003
2020-02-10,5234.0,,1879.380000000001,,15.675000000000004,1863.705000000001
2020-02-11,3006.0,,1886.291,,9.069,1877.222
2020-02-12,4356.0,,2013.7299999999984,,96.006,1917.7239999999983
2020-02-13,2486.0,,1868.047,,7.487000000000001,1860.56
2020-02-14,5395.0,,1933.0990000000004,,1.813,1931.2860000000005
2020-02-15,1983.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-02-16,2272.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-02-17,12371.0,,4684.1619999999975,,665.7729999999998,4018.388999999998
2020-02-18,1696.0,,3881.428,,32.119,3849.309
2020-02-19,3172.0,,2199.929999999999,,229.5029999999997,1970.4269999999992
2020-02-20,3734.0,,2235.927999999999,,213.61299999999983,2022.314999999999
2020-02-21,3941.0,,1879.034000000001,,4.238,1874.796000000001
2020-02-22,2619.0,,1768.8039999999996,,0.088,1768.7159999999997
2020-02-23,7574.0,,1606.6319999999998,,0.0,1606.6319999999998
2020-02-24,9008.0,,1606.6319999999998,,0.0,1606.6319999999998
2020-02-25,4201.0,,2173.622999999999,,275.9389999999997,1897.6839999999995
2020-02-26,7437.0,,2435.3389999999995,,350.2190000000001,2085.1199999999994
2020-02-27,9545.0,,2731.2729999999992,,528.0910000000006,2203.1819999999984
2020-02-28,15445.0,,2450.556999999996,,445.5680000000005,2004.988999999996
2020-02-29,5677.0,,2283.6669999999995,,264.25199999999984,2019.4149999999995
2020-03-01,2042.0,,1874.9020000000005,,9.745,1865.1570000000008
2020-03-02,3497.0,,1742.481,,2.034,1740.447
2020-03-03,1392.0,,1606.6319999999998,,0.0,1606.6319999999998
2020-03-04,5416.0,,2548.7600000000007,,476.2150000000014,2072.544999999999
2020-03-05,7723.0,,2949.346999999996,,635.7380000000007,2313.6089999999954
2020-03-06,5590.0,,2567.328999999999,,431.49999999999983,2135.828999999999
2020-03-07,1193.0,,1945.3430000000003,,6.257000000000001,1939.0860000000005
2020-03-08,13205.0,,2175.536,,220.3469999999999,1955.1890000000003
2020-03-09,17919.0,96.842,2470.978999999998,,381.7510000000007,2089.2279999999973
2020-03-10,4271.0,96.994,2320.177,,270.8369999999997,2049.34
2020-03-11,4620.0,,2403.665,,304.7520000000001,2098.913
2020-03-12,3488.0,96.808,2323.152999999997,,269.5499999999998,2053.6029999999973
2020-03-13,14649.0,,2435.8619999999974,,417.1930000000007,2018.668999999997
2020-03-14,6210.0,,2316.5149999999976,,301.36199999999974,2015.1529999999975
2020-03-15,1965.0,,1868.788,,0.157,1868.631
2020-03-16,2445.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-03-17,2856.0,,1874.6750000000004,,0.131,1874.5440000000003
2020-03-18,5830.0,,2300.295999999996,,264.95399999999995,2035.341999999996
2020-03-19,2732.0,,1865.5720000000008,,1.766,1863.8060000000005
2020-03-20,2543.0,,1738.6539999999998,,0.1129999999999999,1738.5409999999997
2020-03-21,2233.0,,1606.6319999999998,,0.0,1606.6319999999998
2020-03-22,10342.0,,2167.086999999996,,352.1760000000004,1814.9109999999955
2020-03-23,3104.0,,1887.5580000000004,,1.405,1886.1530000000005
2020-03-24,1410.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-03-25,2034.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-03-26,1549.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-03-27,3180.0,,1867.1280000000004,,0.0,1867.1280000000004
2020-03-28,4501.0,,1856.2999999999995,,8.841,1847.459
